"DATASET","SERIES_CODE","OBS_MEASURE","CURRENCY","COUNTRY","INDICATOR","FREQUENCY","SCALE","DECIMALS_DISPLAYED","INCOME_GROUP","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SOURCE","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2019-M01","2019-M02","2019-M03","2019-M04","2019-M05","2019-M06","2019-M07","2019-M08","2019-M09","2019-M10","2019-M11","2019-M12","2020-M01","2020-M02","2020-M03","2020-M04","2020-M05","2020-M06","2020-M07","2020-M08","2020-M09","2020-M10","2020-M11","2020-M12","2021-M01","2021-M02","2021-M03","2021-M04","2021-M05","2021-M06","2021-M07","2021-M08","2021-M09","2021-M10","2021-M11","2021-M12","2022-M01","2022-M02","2022-M03","2022-M04","2022-M05","2022-M06","2022-M07","2022-M08","2022-M09","2022-M10","2022-M11","2022-M12","2023-M01","2023-M02","2023-M03","2023-M04","2023-M05","2023-M06","2023-M07","2023-M08","2023-M09","2023-M10","2023-M11","2023-M12","2024-M01","2024-M02","2024-M03","2024-M04","2024-M05","2024-M06","2024-M07","2024-M08","2024-M09","2024-M10","2024-M11","2024-M12","2025-M01","2025-M02","2025-M03","2025-M04","2025-M05","2025-M06","2025-M07","2025-M08","2025-M09","2025-M10"
"IMF.STA:WPCPER(6.0.0)","SGD.SGP.TVBIT_USD.M","OBS_VALUE","Singapore dollar","Singapore","Bitcoin trade volume in local market (in USD)","Monthly","","","Advanced Economies","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","2448635","18424161","131687","22813364","64381392","4631645","5965685","1283","1158","192","1179","121","5339146","45191483","1857463","974523.6","1693915","646237.6","3263466.2","4623277.7","182","5138","853","966","12","16","29","3534","1532","9576","6581","4726","6945416","13","914","5857","7993","77373625","2698","7985","8334","6445","6341","126","1777","1361","1375","6578","7426","1466","7137","15694759","11291267","14222379","931382.2","9297274.4","653776","12868693","138449","291179","26779216","25112745","54699183","27822463","2298518","1717673","19683623","1913667","155497","22459955","7176416","45317135","4384215","29239451","24533491","34624692","45727446","35692111","4679884","43958027","28884262","53481565"
"IMF.STA:WPCPER(6.0.0)","AED.ARE.TVBIT_USD.M","OBS_VALUE","UAE dirham","United Arab Emirates","Bitcoin trade volume in local market (in USD)","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","","","","","","","","","","","","","","","","","","1786","51","8383","8968","9717","1524","2847","291","1444","954","6558","5835","6835","7577","5842","5772","","","","3564","8273","643","6316","124","1776","1361","1375","6576","7421","1465","","","","","","","","","","","","","","","","","","","47.68","77888.23","15331.1","52395","253853","218875.7","3478921.4","622593.3","643551","7211562.4","465916.8","2240583.9","1571100.2","1637241.4"
"IMF.STA:WPCPER(6.0.0)","NGN.NGA.BIT_SHD_RT.M","OBS_VALUE","Nigerian naira","Nigeria","Crypto-based Parallel Exchange Rate (LCU/USD)","Monthly","","","","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","355.2677","350.6354","357.1127","357.9778","357.9524","380.9556","362.733","356.9306","351.2827","358.4098","352.2652","358.1118","360.0442","358.4111","364.3467","417.2006","431.5068","439.5638","459.5497","466.3093","458.6435","469.3431","477.548","482.7813","485.167","439.0025","565.6979","648.7133","839.5356","958.0377","850.3062","591.5831","619.203","572.4541","568.3808","564.7801","549.5112","572.1606","577.2861","586.1369","588.5747","586.6406","636.7035","675.5328","710.5704","748.1434","793.4736","739.2398","743.5383","750.2619","736.7709","738.0417","750.8239","765.748","820.2251","893.4099","959.3214","1110.1731","1094.5376","1181.5163","1323.4268","1557.5878","1484.0638","1210.3364","1441.9292","1476.0635","1555.8049","1591.2018","1649.1082","1692.1253","1724.5698","1641.1978","1642.3923","1533.2102","1544.5065","1587.9946","1602.1616","1569.8456","1530.3248","1535.6863","1503.617","1478.2326"
"IMF.STA:WPCPER(6.0.0)","GBP.GBR.BIT_SHD_PT.M","OBS_VALUE","Pound sterling","United Kingdom","Crypto-based Parallel Exchange Rate Premium (in %)","Monthly","","","Advanced Economies","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","-0.18045888","0.45531417","-0.14487028","-0.53475936","1.5795557","4.7413793","1.8082055","1.1296004","-2.3485785","1.1751327","-3.3754187","0.27573529","2.4705882","-0.1036941","-2.5628327","4.1697692","1.4271654","4.4953669","6.5322171","4.1858024","3.3687484","2.8015564","0.95049505","1.5781731","1.5416098","0.8589637","0.65124013","0.44290657","-9.0806701","-0.67349516","1.2700166","-0.48309179","-0.96074664","0.32876712","0.49865229","-0.47783382","0.89406665","-0.13535463","3.1884058","-1.4622153","-0.58472257","0.45521654","-0.43139605","-2.0283245","0.03395586","-0.39530156","-0.56173201","0.23193359","1.2464866","0.9197628","-8.2170166","0.38590813","0.23714428","0.58036841","0.64516129","-0.78790189","0.19821606","1.8610875","-0.01239772","0.15168752","1.752381","3.220917","0.02542912","0.31308704","0.07575758","0.21606507","0.12868357","-0.01291823","0.21152829","0.18283923","-0.10200179","0.40583386","0.12353305","0.27558562","0.64549445","0.223449","0.1737039","0.1356484","-0.08093889","0.04817334","0.12425551","0.08369781"
"IMF.STA:WPCPER(6.0.0)","AED.ARE.XDC_USD_RT.M","OBS_VALUE","UAE dirham","United Arab Emirates","Official FX Rate, LCU/USD","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","","","","","","","","","","","","","","","","","","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","","","","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.6725","3.673","3.673","3.6726","3.673","3.6727612","3.6725533","3.6726"
"IMF.STA:WPCPER(6.0.0)","BRL.BRA.TVBIT_USD.M","OBS_VALUE","Brazilian real","Brazil","Bitcoin trade volume in local market (in USD)","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","25726472","2694736","333919","64447865","1169","161","182","1432","94284643","6841527","67439","6833669","1257","1488","1954","1327","216","5193163","5775129","62838963","5368727","75931","1618","232","8743","9437","169","1194","1188","5781","4866","6287","521","15","6976","478","342","3433","5441","574","619","524","3496","3841","3932","2958","3921","2332","276","287","4138","268","191","1971","1647","1961","1316","241","2464","2774","2921","3181","6161","5386","3897","3454","4289","5228","4229","4817","9623","1148","4878","618","6497","419","4718","483","3971","5544.6947","3808.1847","7476.8599"
"IMF.STA:WPCPER(6.0.0)","INR.IND.XDC_USD_RT.M","OBS_VALUE","Indian rupee","India","Official FX Rate, LCU/USD","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","70.7329","71.2218","69.4786","69.4274","69.7731","69.4389","68.8083","71.1457","71.3337","71.0394","71.4517","71.1926","71.3138","71.4885","74.3507","76.2365","75.6599","75.7268","74.9934","74.6719","73.4817","73.4581","74.2198","73.5936","73.1094","72.7565","72.7928","74.4722","73.2677","73.5583","74.527","74.1846","73.5634","74.9153","74.4965","75.3725","74.4416","75.0031","76.2445","76.1678","77.3193","78.0746","79.6016","79.555","80.2316","82.3401","81.8105","82.4642","81.8996","82.6085","82.2886","82.0208","82.3433","82.2337","82.1519","82.7854","83.0475","83.2353","83.298","83.2787","83.121","82.9636","82.9976","83.406","83.3929","83.4709","83.5947","83.8963","83.8082","84.0295","84.3644","84.9862","86.2657","87.0714","86.6377","85.5748","85.2408","85.9479","86.1593","87.547386","88.294792","88.368256"
"IMF.STA:WPCPER(6.0.0)","PHP.PHL.BIT_SHD_RT.M","OBS_VALUE","Philippine peso","Philippines","Crypto-based Parallel Exchange Rate (LCU/USD)","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","51.1445","53.1679","52.0337","49.4001","59.6974","49.7421","54.3884","4.4274","44.7531","52.8634","50.3001","","","","","","51.5014","50.4919","50.9808","49.2151","48.8504","50.1688","48.9467","50.2754","48.3601","48.1172","48.8682","49.189","44.4879","49.2773","52.741","50.0562","50.7777","50.4984","50.9209","50.8271","49.8989","51.2212","52.3216","52.5948","51.657","51.4202","56.9913","56.7421","57.4967","58.7275","53.546","55.7022","54.0709","55.1566","54.9346","55.8604","55.7795","55.8548","54.83","56.1756","56.6973","56.9051","55.6463","55.5269","56.7076","58.5134","55.7326","57.2778","57.6309","58.8113","58.4993","57.3136","56.1506","57.5147","58.7608","58.6399","58.5534","58.2123","57.574","57.0083","55.7238","56.4172","56.7312","57.1669","57.3059","58.4851"
"IMF.STA:WPCPER(6.0.0)","CLP.CHL.BIT_SHD_RT.M","OBS_VALUE","Chilean peso","Chile","Crypto-based Parallel Exchange Rate (LCU/USD)","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","694.8412","650.3152","668.799","665.3349","707.2651","740.5807","706.3668","718.4619","712.3393","732.8474","790.1664","780.8045","787.9058","798.392","793.6018","812.3197","822.4464","805.5525","805.268","799.9758","784.943","799.4866","775.8436","764.2477","741.5233","740.1622","725.2944","704.9423","694.7641","727.1188","760.4884","776.221","782.4736","810.7192","820.1226","853.8091","809.5246","809.3863","801.4589","820.5722","845.2853","828.338","951.374","911.6559","934.2504","961.8545","917.1968","885.5181","815.4288","803.558","831.2935","818.8304","805.5868","805.4225","","","","","","","915.3484","942.7949","","","","931.2613","934.9962","929.7993","924.1605","935.7398","969.0804","986.3223","1002.4966","959.1941","935.8241","962.5888","939.4841","938.8114","949.8553","967.0665","960.936","958.1903"
"IMF.STA:WPCPER(6.0.0)","INR.IND.TVBIT_USD.M","OBS_VALUE","Indian rupee","India","Bitcoin trade volume in local market (in USD)","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","5128.84","149.92","349.77","1694.28","14382.77","11379.8","11226.81","6172.51","1275.46","8615.9","362.34","5789.87","2629.33","388.18","2666.39","35661.92","61597.29","5222.67","37787.26","131764.74","1786","51","8383","8968","9717","969229.59","866499.73","46272.12","751661.5","335311.21","217559.97","358442.17","2942.18","398353.3","1553637.3","1132871.5","355973.35","189884.66","445996.3","1272454.4","33","644","6316","124","1775","1359","1372","6571","7417","1465","34677.9","174898.8","1794.1","11523.55","39567.622","82754.229","62168.559","19219.49","139819.1","15595.16","13731.48","15172","3227292","815775.3","544752.3","443292.4","11755466","1196497","985411.2","1396179","2694193","2914517","2199","16848913","174861","14","215","1651","2428","229.01286","226.71841","245.7764"
"IMF.STA:WPCPER(6.0.0)","SGD.SGP.XDC_USD_RT.M","OBS_VALUE","Singapore dollar","Singapore","Official FX Rate, LCU/USD","Monthly","","","Advanced Economies","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","1.3564","1.3537","1.354","1.3561","1.3707","1.363","1.3606","1.385","1.3802","1.3713","1.3616","1.3573","1.3508","1.3897","1.4165","1.4245","1.418","1.3941","1.3883","1.3697","1.3655","1.3596","1.3478","1.3324","1.3257","1.3274","1.3423","1.3344","1.3303","1.333","1.3543","1.3552","1.3475","1.3511","1.3574","1.3632","1.3506","1.3467","1.3593","1.3656","1.3814","1.3837","1.3949","1.3843","1.4136","1.4245","1.3874","1.352","1.3258","1.3309","1.3407","1.3319","1.3393","1.3461","1.3346","1.3505","1.3638","1.369","1.3482","1.3324","1.3355","1.3445","1.3401","1.3569","1.3512","1.3516","1.3469","1.3159","1.2964","1.309","1.3365","1.3503","1.3625","1.3469","1.3363","1.3232","1.2951","1.283","1.2813","1.2847887","1.2853038","1.2956045"
